"Sr. No","Vertical","Service Line","Cluster","SubCluster","Account","Location","Block","Category","Frequency","Dwmsparameter","Formula","Uom","Ideal Direction","Expected Entry Date","Actual Entry Date","Numerator","Num1 Decription","Num1","Num2 Decription","Num2","Num3 Decription","Num3","Denominator","Deno1 Decription","Deno1","Deno2 Decription","Deno2","Deno3 Decription","Deno3","Achieved","Calculated Value","Target Achieved","Status"
1411,"ECOM","WAREHOUSE","EAST",,"FLIPKART NON LARGE FC PATNA","PATNA","FULFILLMENT CENTER","DELIVERY","Daily","Switcheroo (Incl. OB Shipment, TX Out and Removals","Switcheroo (incl. OB shipment, Tx Out and Removals)/ Miss Shipment","Nos","Lower","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
1412,"ECOM","WAREHOUSE","EAST",,"AMAZON MIX SORT SGAA FC","GUWAHATI","NA_GUWAHATI","DELIVERY","Daily","Switcheroo (Incl. OB Shipment, TX Out and Removals","Switcheroo (incl. OB shipment, Tx Out and Removals)/ Miss Shipment","Nos","Lower","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
1413,"ECOM","WAREHOUSE","SOUTH",,"AMAZON AMXL SHYG  FC","HYDERABAD","FULFILLMENT CENTRE","DELIVERY","Daily","Switcheroo (Incl. OB Shipment, TX Out and Removals","Switcheroo (incl. OB shipment, Tx Out and Removals)/ Miss Shipment","Nos","Lower","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
1414,"ECOM","WAREHOUSE","WEST",,"FLIPKART NON LARGE FC NAGPUR","NAGPUR","FULFILMENT CENTRE","DELIVERY","Daily","Switcheroo (Incl. OB Shipment, TX Out and Removals","Switcheroo (incl. OB shipment, Tx Out and Removals)/ Miss Shipment","Nos","Lower","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
1415,"ECOM","WAREHOUSE","NORTH",,"AMAZON FURNITURE XNRW FC","LUHARI","FULFILLMENT CENTRE","DELIVERY","Daily","Switcheroo (Incl. OB Shipment, TX Out and Removals","Switcheroo (incl. OB shipment, Tx Out and Removals)/ Miss Shipment","Nos","Lower","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
1416,"ECOM","WAREHOUSE","NORTH",,"AMAZON AMXL SDEB FC","LUHARI","FULFILLMENT CENTRE","DELIVERY","Daily","Switcheroo (Incl. OB Shipment, TX Out and Removals","Switcheroo (incl. OB shipment, Tx Out and Removals)/ Miss Shipment","Nos","Lower","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
1417,"NETWORK","TRANSPORTATION","SOUTH",,"NETWORK","BENGALURU HUB (BLRH)","NA","COST","Daily","POD Updation (E-POD) Local","POD Updation (E-POD) Local","Percentage","Upper","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
1418,"ECOM","WAREHOUSE","SOUTH",,"FLIPKART B2B GROCERY FC YELAHANKA","BANGALORE","FULFILLMENT CENTRE","QUALITY","Daily","Switcheroo (Incl. OB Shipment, TX Out and Removals","Switcheroo (incl. OB shipment, Tx Out and Removals)/ Miss Shipment","Nos","Lower","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
1419,"ECOM","WAREHOUSE","EAST",,"FLIPKART GROCERY FC AMTA","AMTA","FULFILLMENT CENTRE","QUALITY","Daily","Switcheroo (Incl. OB Shipment, TX Out and Removals","Switcheroo (incl. OB shipment, Tx Out and Removals)/ Miss Shipment","Nos","Lower","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
1420,"ECOM","WAREHOUSE","SOUTH",,"AMAZON XSMM & XSML FC","HYDERABAD","FULFILLMENT CENTRE","QUALITY","Daily","Switcheroo (Incl. OB Shipment, TX Out and Removals","Switcheroo (incl. OB shipment, Tx Out and Removals)/ Miss Shipment","Nos","Lower","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
1421,"ECOM","WAREHOUSE","WEST","WEST1","AMZ LM-WH","NASHIK",,"DELIVERY","Daily","Switcheroo (Incl. OB Shipment, TX Out and Removals","Switcheroo (incl. OB shipment, Tx Out and Removals)/ Miss Shipment","Nos","Upper","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
1422,"ECOM","WAREHOUSE","NORTH",,"AMAZON DED 6","HARYANA",,"QUALITY","Daily","Switcheroo (Incl. OB Shipment, TX Out and Removals","Switcheroo (incl. OB shipment, Tx Out and Removals)/ Miss Shipment","Nos","Lower","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
1423,"ECOM","TRANSPORTATION","WEST",,"AMAZON","AHMEDABAD","LH-AHMEDABAD","DELIVERY","Daily","TAT Performance","TAT ADHERENCE (PERCENTAGE)","Percentage","Upper","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
1424,"ECOM","TRANSPORTATION","SOUTH",,"AMAZON","BANGALORE","LH-BANGALORE","DELIVERY","Daily","TAT Performance","TAT ADHERENCE (PERCENTAGE)","Percentage","Upper","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
1425,"ECOM","TRANSPORTATION","WEST",,"AMAZON","BHIWANDI","LH-BHIWANDI","DELIVERY","Daily","TAT Performance","TAT ADHERENCE (PERCENTAGE)","Percentage","Upper","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
1426,"NETWORK","TRANSPORTATION","WEST",,"NETWORK","JAIPUR HUB (JAIH)","NA","DELIVERY","Daily","Outbound – Cut Off %","Outbound – Cut Off %","Percentage","Lower","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
1427,"NETWORK","TRANSPORTATION","EAST",,"NETWORK","PATNA HUB (PATH)","NA","DELIVERY","Daily","Outbound – Cut Off %","Outbound – Cut Off %","Percentage","Lower","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
1428,"NETWORK","TRANSPORTATION","EAST",,"NETWORK","RANCHI HUB (RANH)","NA","DELIVERY","Daily","Outbound – Cut Off %","Outbound – Cut Off %","Percentage","Lower","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
1429,"NETWORK","TRANSPORTATION","EAST",,"NETWORK","KOLKATTA-HUB (CCUH)","NA","DELIVERY","Daily","Outbound – Cut Off %","Outbound – Cut Off %","Percentage","Lower","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
1430,"NETWORK","TRANSPORTATION","SOUTH",,"NETWORK","BENGALURU HUB (BLRH)","NA","DELIVERY","Daily","Outbound – Cut Off %","Outbound – Cut Off %","Percentage","Lower","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
1431,"NETWORK","TRANSPORTATION","EAST",,"NETWORK","BHUBANESHWAR HUB (BBNH)","NA","DELIVERY","Daily","Outbound – Cut Off %","Outbound – Cut Off %","Percentage","Lower","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
1432,"NETWORK","TRANSPORTATION","EAST",,"NETWORK","GUWAHATI HUB (GAUH)","NA","DELIVERY","Daily","Outbound – Cut Off %","Outbound – Cut Off %","Percentage","Lower","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
1433,"NETWORK","TRANSPORTATION","EAST",,"NETWORK","SAMBALPUR HUB (SMBH)","NA","DELIVERY","Daily","Outbound – Cut Off %","Outbound – Cut Off %","Percentage","Lower","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
1434,"NETWORK","TRANSPORTATION","SOUTH",,"NETWORK","COIMBATORE HUB (CJBH)","NA","DELIVERY","Daily","Outbound – Cut Off %","Outbound – Cut Off %","Percentage","Lower","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
1435,"NETWORK","TRANSPORTATION","SOUTH",,"NETWORK","CHENNAI HUB (MAAH)","NA","DELIVERY","Daily","Outbound – Cut Off %","Outbound – Cut Off %","Percentage","Lower","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
1436,"NETWORK","TRANSPORTATION","SOUTH",,"NESTLE INDIA LIMITED","HYDERABAD","NA","DELIVERY","Daily","On Time Deployment/ Placement ","On Time Deployment/ Placement","Percentage","Upper","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
1437,"NETWORK","TRANSPORTATION","EAST",,"NETWORK","RAIPUR HUB (RAIH)","NA","DELIVERY","Daily","Outbound – Cut Off %","Outbound – Cut Off %","Percentage","Lower","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
1438,"NETWORK","TRANSPORTATION","WEST",,"NETWORK","PUNE HUB (PNQH)","NA","DELIVERY","Daily","Outbound – Cut Off %","Outbound – Cut Off %","Percentage","Lower","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
1439,"NETWORK","TRANSPORTATION","WEST",,"NETWORK","MUMBAI HUB-BOMH","NA","DELIVERY","Daily","Outbound – Cut Off %","Outbound – Cut Off %","Percentage","Lower","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
1440,"NETWORK","TRANSPORTATION","WEST",,"NETWORK","GOA HUB (GOIH)","NA","DELIVERY","Daily","Outbound – Cut Off %","Outbound – Cut Off %","Percentage","Lower","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
1441,"NETWORK","TRANSPORTATION","WEST",,"NETWORK","SURAT HUB (STVH)","NA","DELIVERY","Daily","Outbound – Cut Off %","Outbound – Cut Off %","Percentage","Lower","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
1442,"NETWORK","TRANSPORTATION","WEST",,"NETWORK","VAPI HUB (VPIH)","NA","DELIVERY","Daily","Outbound – Cut Off %","Outbound – Cut Off %","Percentage","Lower","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
1443,"NETWORK","TRANSPORTATION","WEST",,"NETWORK","BHIWANDI HUB (BWDH)","NA","DELIVERY","Daily","Outbound – Cut Off %","Outbound – Cut Off %","Percentage","Lower","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
1444,"NETWORK","TRANSPORTATION","WEST",,"NETWORK","VADODARA HUB (BARODA) BDQH","NA","DELIVERY","Daily","Outbound – Cut Off %","Outbound – Cut Off %","Percentage","Lower","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
1445,"NETWORK","TRANSPORTATION","WEST",,"NETWORK","AHMEDABAD HUB AMDH","NA","DELIVERY","Daily","Outbound – Cut Off %","Outbound – Cut Off %","Percentage","Lower","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
1446,"NETWORK","TRANSPORTATION","WEST",,"NETWORK","PUNE HUB (PNQH)","NA","DELIVERY","Daily","On Time Deployment/ Placement ","On Time Deployment/ Placement","Percentage","Upper","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
1447,"NETWORK","TRANSPORTATION","EAST",,"NETWORK","KOLKATTA-HUB (CCUH)","NA","DELIVERY","Daily","On Time Deployment/ Placement ","On Time Deployment/ Placement","Percentage","Upper","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
1448,"NETWORK","TRANSPORTATION","EAST",,"NETWORK","GUWAHATI HUB (GAUH)","NA","DELIVERY","Daily","On Time Deployment/ Placement ","On Time Deployment/ Placement","Percentage","Upper","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
1449,"NETWORK","TRANSPORTATION","EAST",,"NETWORK","BHUBANESHWAR HUB (BBNH)","NA","DELIVERY","Daily","On Time Deployment/ Placement ","On Time Deployment/ Placement","Percentage","Upper","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
1450,"NETWORK","TRANSPORTATION","SOUTH",,"NETWORK","BENGALURU HUB (BLRH)","NA","DELIVERY","Daily","On Time Deployment/ Placement ","On Time Deployment/ Placement","Percentage","Upper","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
1451,"NETWORK","TRANSPORTATION","EAST",,"NETWORK","SAMBALPUR HUB (SMBH)","NA","DELIVERY","Daily","On Time Deployment/ Placement ","On Time Deployment/ Placement","Percentage","Upper","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
1452,"NETWORK","TRANSPORTATION","SOUTH",,"NETWORK","COIMBATORE HUB (CJBH)","NA","DELIVERY","Daily","On Time Deployment/ Placement ","On Time Deployment/ Placement","Percentage","Upper","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
1453,"NETWORK","TRANSPORTATION","WEST",,"NETWORK","JAIPUR HUB (JAIH)","NA","DELIVERY","Daily","On Time Deployment/ Placement ","On Time Deployment/ Placement","Percentage","Upper","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
1454,"NETWORK","TRANSPORTATION","SOUTH",,"NETWORK","CHENNAI HUB (MAAH)","NA","DELIVERY","Daily","On Time Deployment/ Placement ","On Time Deployment/ Placement","Percentage","Upper","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
1455,"NETWORK","TRANSPORTATION","EAST",,"NETWORK","RAIPUR HUB (RAIH)","NA","DELIVERY","Daily","On Time Deployment/ Placement ","On Time Deployment/ Placement","Percentage","Upper","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
1456,"NETWORK","TRANSPORTATION","SOUTH",,"NETWORK","HYDERABAD","NA","DELIVERY","Daily","Outbound – Cut Off %","Outbound – Cut Off %","Percentage","Lower","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
1457,"NETWORK","TRANSPORTATION","WEST",,"NETWORK","MUMBAI HUB-BOMH","NA","DELIVERY","Daily","On Time Deployment/ Placement ","On Time Deployment/ Placement","Percentage","Upper","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
1458,"NETWORK","TRANSPORTATION","WEST",,"NETWORK","GOA HUB (GOIH)","NA","DELIVERY","Daily","On Time Deployment/ Placement ","On Time Deployment/ Placement","Percentage","Upper","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
1459,"NETWORK","TRANSPORTATION","WEST",,"NETWORK","SURAT HUB (STVH)","NA","DELIVERY","Daily","On Time Deployment/ Placement ","On Time Deployment/ Placement","Percentage","Upper","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
1460,"NETWORK","TRANSPORTATION","WEST",,"NETWORK","VAPI HUB (VPIH)","NA","DELIVERY","Daily","On Time Deployment/ Placement ","On Time Deployment/ Placement","Percentage","Upper","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
1461,"NETWORK","TRANSPORTATION","WEST",,"NETWORK","BHIWANDI HUB (BWDH)","NA","DELIVERY","Daily","On Time Deployment/ Placement ","On Time Deployment/ Placement","Percentage","Upper","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
1462,"NETWORK","TRANSPORTATION","WEST",,"NETWORK","VADODARA HUB (BARODA) BDQH","NA","DELIVERY","Daily","On Time Deployment/ Placement ","On Time Deployment/ Placement","Percentage","Upper","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
1463,"NETWORK","TRANSPORTATION","WEST",,"NETWORK","AHMEDABAD HUB AMDH","NA","DELIVERY","Daily","On Time Deployment/ Placement ","On Time Deployment/ Placement","Percentage","Upper","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
1464,"NETWORK","TRANSPORTATION","SOUTH",,"NETWORK","HYDERABAD","NA","DELIVERY","Daily","On Time Deployment/ Placement ","On Time Deployment/ Placement","Percentage","Upper","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
1465,"NETWORK","TRANSPORTATION","SOUTH",,"ROYAL ENFIELD","CHENNAI","NA_CHENNAI","DELIVERY","Daily","On Time Deployment/ Placement ","On Time Deployment/ Placement","Percentage","Upper","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
1466,"NETWORK","TRANSPORTATION","WEST",,"NETWORK","VADODARA HUB (BARODA) BDQH","NA","DELIVERY","Daily","Pickup Time TAT","PICKUP TIME TAT ADHERENCE (PERCENTAGE)","Percentage","Upper","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
1467,"NETWORK","TRANSPORTATION","WEST",,"NETWORK","JAIPUR HUB (JAIH)","NA","DELIVERY","Daily","Pickup Time TAT","PICKUP TIME TAT ADHERENCE (PERCENTAGE)","Percentage","Upper","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
1468,"NETWORK","TRANSPORTATION","SOUTH",,"NETWORK","CHENNAI HUB (MAAH)","NA","DELIVERY","Daily","Pickup Time TAT","PICKUP TIME TAT ADHERENCE (PERCENTAGE)","Percentage","Upper","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
1469,"NETWORK","TRANSPORTATION","EAST",,"NETWORK","RAIPUR HUB (RAIH)","NA","DELIVERY","Daily","Pickup Time TAT","PICKUP TIME TAT ADHERENCE (PERCENTAGE)","Percentage","Upper","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
1470,"NETWORK","TRANSPORTATION","WEST",,"NETWORK","PUNE HUB (PNQH)","NA","DELIVERY","Daily","Pickup Time TAT","PICKUP TIME TAT ADHERENCE (PERCENTAGE)","Percentage","Upper","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
1471,"NETWORK","TRANSPORTATION","WEST",,"NETWORK","MUMBAI HUB-BOMH","NA","DELIVERY","Daily","Pickup Time TAT","PICKUP TIME TAT ADHERENCE (PERCENTAGE)","Percentage","Upper","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
1472,"NETWORK","TRANSPORTATION","WEST",,"NETWORK","GOA HUB (GOIH)","NA","DELIVERY","Daily","Pickup Time TAT","PICKUP TIME TAT ADHERENCE (PERCENTAGE)","Percentage","Upper","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
1473,"NETWORK","TRANSPORTATION","WEST",,"NETWORK","SURAT HUB (STVH)","NA","DELIVERY","Daily","Pickup Time TAT","PICKUP TIME TAT ADHERENCE (PERCENTAGE)","Percentage","Upper","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
1474,"NETWORK","TRANSPORTATION","WEST",,"NETWORK","VAPI HUB (VPIH)","NA","DELIVERY","Daily","Pickup Time TAT","PICKUP TIME TAT ADHERENCE (PERCENTAGE)","Percentage","Upper","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
1475,"NETWORK","TRANSPORTATION","WEST",,"NETWORK","BHIWANDI HUB (BWDH)","NA","DELIVERY","Daily","Pickup Time TAT","PICKUP TIME TAT ADHERENCE (PERCENTAGE)","Percentage","Upper","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
1476,"NETWORK","TRANSPORTATION","SOUTH",,"NETWORK","COIMBATORE HUB (CJBH)","NA","DELIVERY","Daily","Pickup Time TAT","PICKUP TIME TAT ADHERENCE (PERCENTAGE)","Percentage","Upper","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
1477,"NETWORK","TRANSPORTATION","WEST",,"NETWORK","AHMEDABAD HUB AMDH","NA","DELIVERY","Daily","Pickup Time TAT","PICKUP TIME TAT ADHERENCE (PERCENTAGE)","Percentage","Upper","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
1478,"NETWORK","TRANSPORTATION","SOUTH",,"NETWORK","HYDERABAD","NA","DELIVERY","Daily","Pickup Time TAT","PICKUP TIME TAT ADHERENCE (PERCENTAGE)","Percentage","Upper","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
1479,"NETWORK","TRANSPORTATION","SOUTH",,"ROYAL ENFIELD","CHENNAI","NA_CHENNAI","DELIVERY","Daily","Pickup Time TAT","PICKUP TIME TAT ADHERENCE (PERCENTAGE)","Percentage","Upper","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
1480,"NETWORK","TRANSPORTATION","SOUTH",,"NESTLE INDIA LIMITED","HYDERABAD","NA","DELIVERY","Daily","Pickup Time TAT","PICKUP TIME TAT ADHERENCE (PERCENTAGE)","Percentage","Upper","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
1481,"NETWORK","TRANSPORTATION","EAST",,"NETWORK","PATNA HUB (PATH)","NA","COST","Daily","POD Updation (E-POD) Local","POD Updation (E-POD) Local","Percentage","Upper","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
1482,"NETWORK","TRANSPORTATION","EAST",,"NETWORK","RANCHI HUB (RANH)","NA","COST","Daily","POD Updation (E-POD) Local","POD Updation (E-POD) Local","Percentage","Upper","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
1483,"NETWORK","TRANSPORTATION","EAST",,"NETWORK","KOLKATTA-HUB (CCUH)","NA","COST","Daily","POD Updation (E-POD) Local","POD Updation (E-POD) Local","Percentage","Upper","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
1484,"NETWORK","TRANSPORTATION","EAST",,"NETWORK","GUWAHATI HUB (GAUH)","NA","COST","Daily","POD Updation (E-POD) Local","POD Updation (E-POD) Local","Percentage","Upper","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
1485,"NETWORK","TRANSPORTATION","EAST",,"NETWORK","BHUBANESHWAR HUB (BBNH)","NA","COST","Daily","POD Updation (E-POD) Local","POD Updation (E-POD) Local","Percentage","Upper","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
1486,"ECOM","WAREHOUSE","WEST","WEST1","AMZ LM-WH","NASHIK",,"QUALITY","Daily","Pick List Item Lost","PICK LIST ITEM LOST","Nos","Upper","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
1487,"NETWORK","TRANSPORTATION","SOUTH",,"ROYAL ENFIELD","CHENNAI","NA_CHENNAI","DELIVERY","Daily","Outbound – Cut Off %","Outbound – Cut Off %","Percentage","Lower","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
1488,"NETWORK","TRANSPORTATION","SOUTH",,"NESTLE INDIA LIMITED","HYDERABAD","NA","DELIVERY","Daily","Outbound – Cut Off %","Outbound – Cut Off %","Percentage","Lower","01/01/2024","","0.00","","","","","","","0.00","","","","","","",,0,"0.000","PENDING"
